입출금구분,계좌주,금융기관,계좌번호,거래일자,거래시간,거래종류,취급점,임금적요,입금액,출금적요,출금액,거래후잔액,상대은행,상대예금주,상대계좌번호,단말번호,IP주소,MAC주소,비고1,비고2
출금,노시우009,신한은행,129-309-3109,2024-07-03,14:04:26,이체,종로지점,,0,생활비,235451,6803014,하나은행,고은비053,173-353-3153,ATM9677,203.0.113.35,37:00:07:60:F1:04,,
출금,변서연076,토스뱅크,196-376-3176,2024-07-23,23:28:32,이체,역삼지점,,0,생활비,765250,2426443,신한은행,변서연044,164-344-3144,ATM4412,203.0.113.145,BA:60:C4:07:3B:91,,
출금,서유진,우리은행,109-209-3009,2024-02-14,04:13:19,이체,여의도지점,,0,집금,5000000,14604668,카카오뱅크,정하늘,104-204-3004,ATM9606,203.0.113.253,AB:21:C0:2D:03:D1,,
출금,변서연012,카카오뱅크,132-312-3112,2024-03-31,18:59:23,이체,역삼지점,,0,생활비,703775,12276255,하나은행,전성호004,124-304-3104,ATM6356,203.0.113.4,69:78:56:F2:33:0C,,
출금,고은비069,토스뱅크,189-369-3169,2024-03-28,21:49:02,이체,종로지점,,0,생활비,117225,9999033,농협,유태경056,176-356-3156,ATM5384,203.0.113.207,92:EE:C8:0E:2E:5A,,
출금,송우진065,신한은행,185-365-3165,2024-07-24,12:14:22,이체,여의도지점,,0,생활비,548548,5521108,농협,도하린042,162-342-3142,ATM5857,203.0.113.21,0E:54:5A:AD:47:26,,
출금,고은비069,토스뱅크,189-369-3169,2024-04-24,01:49:35,이체,역삼지점,,0,생활비,675009,13350723,농협,도하린042,162-342-3142,ATM4011,203.0.113.202,E5:31:8C:D9:B2:7F,,
출금,차미래071,국민은행,191-371-3171,2024-07-03,22:32:31,이체,역삼지점,,0,생활비,257170,7743689,하나은행,변서연060,180-360-3160,ATM3808,203.0.113.159,61:6E:AD:F1:08:53,,
출금,양준석054,카카오뱅크,174-354-3154,2024-01-02,21:57:08,이체,여의도지점,,0,생활비,476973,12362031,국민은행,한지우,107-207-3007,ATM3196,203.0.113.159,55:9D:4F:D1:6E:AA,,
출금,임수빈,카카오뱅크,111-211-3011,2024-02-09,16:12:49,이체,역삼지점,,0,집금,5000000,12879358,카카오뱅크,정하늘,104-204-3004,ATM2548,203.0.113.154,55:A5:A1:9A:8A:B9,,
출금,장도윤063,농협,183-363-3163,2024-05-16,22:14:23,이체,여의도지점,,0,생활비,259684,4220973,신한은행,안채원030,150-330-3130,ATM8078,203.0.113.195,F4:11:30:DA:B8:4F,,
출금,유태경008,국민은행,128-308-3108,2024-08-12,19:05:16,이체,강남지점,,0,생활비,324107,7940532,국민은행,송우진001,121-301-3101,ATM8821,203.0.113.20,5D:0F:D3:2B:12:F6,,
출금,정하늘,카카오뱅크,104-204-3004,2024-02-15,03:27:45,이체,강남지점,,0,상납,7500000,2738301,신한은행,이영희,101-201-3001,ATM6349,203.0.113.232,C4:8F:70:83:F3:3F,,
출금,노시우057,국민은행,177-357-3157,2024-09-17,16:09:16,이체,역삼지점,,0,생활비,575348,7688151,신한은행,유태경072,192-372-3172,ATM6705,203.0.113.160,CE:C8:DC:5A:E4:81,,
출금,임수빈,카카오뱅크,111-211-3011,2024-01-30,04:20:29,이체,역삼지점,,0,집금,5000000,6045933,우리은행,박민수,102-202-3002,ATM3675,203.0.113.14,8B:B8:D6:B6:18:94,,
출금,유태경056,농협,176-356-3156,2024-04-06,03:08:11,이체,강남지점,,0,피해금,500000,12841746,카카오뱅크,임수빈,111-211-3011,ATM5372,203.0.113.156,76:76:76:0D:B7:28,,
출금,황미경003,우리은행,123-303-3103,2024-09-05,21:01:49,이체,종로지점,,0,생활비,161569,13777086,농협,송우진049,169-349-3149,ATM1694,203.0.113.225,31:8E:99:26:57:9F,,
출금,마준호075,카카오뱅크,195-375-3175,2024-07-04,05:28:11,이체,종로지점,,0,생활비,126124,10488106,카카오뱅크,황미경019,139-319-3119,ATM8950,203.0.113.137,71:64:D8:ED:8F:1B,,
출금,변서연028,농협,148-328-3128,2024-08-15,08:21:06,이체,역삼지점,,0,생활비,562015,13505260,하나은행,차미래039,159-339-3139,ATM7395,203.0.113.31,7B:E6:1C:54:50:6A,,
출금,류하준002,신한은행,122-302-3102,2024-08-12,12:03:07,이체,역삼지점,,0,생활비,499444,3779105,하나은행,류하준018,138-318-3118,ATM2594,203.0.113.100,46:AD:F1:BC:2F:0C,,
출금,배성호,토스뱅크,112-212-3012,2024-04-12,19:54:25,이체,강남지점,,0,집금,2500000,3956904,우리은행,박민수,102-202-3002,ATM7958,203.0.113.186,FF:8E:8B:CC:B6:F3,,
출금,도하린042,농협,162-342-3142,2024-03-24,00:40:39,이체,역삼지점,,0,생활비,670229,3078542,농협,남지연000,120-300-3100,ATM6482,203.0.113.45,38:5E:72:06:59:90,,
출금,마준호059,우리은행,179-359-3159,2024-07-29,05:24:08,이체,종로지점,,0,생활비,621135,10137974,신한은행,안채원030,150-330-3130,ATM2306,203.0.113.133,79:23:5B:99:F0:E6,,
출금,변서연012,카카오뱅크,132-312-3112,2024-07-27,13:06:21,이체,역삼지점,,0,생활비,418560,9782424,신한은행,차미래023,143-323-3123,ATM4557,203.0.113.205,41:88:5B:EC:1A:47,,
출금,양준석054,카카오뱅크,174-354-3154,2024-01-21,01:59:05,이체,역삼지점,,0,생활비,449108,14756145,신한은행,장도윤079,199-379-3179,ATM4579,203.0.113.49,2D:A1:44:99:07:8B,,
출금,고은비069,토스뱅크,189-369-3169,2024-08-30,23:03:09,이체,여의도지점,,0,생활비,434864,12197094,토스뱅크,설진우013,133-313-3113,ATM6145,203.0.113.29,03:03:B6:DF:F9:15,,
출금,송우진049,농협,169-349-3149,2024-01-29,00:22:07,이체,역삼지점,,0,생활비,496607,5512448,카카오뱅크,전성호068,188-368-3168,ATM4724,203.0.113.132,1B:D7:62:30:01:A9,,
출금,송우진065,신한은행,185-365-3165,2024-08-01,21:26:58,이체,여의도지점,,0,생활비,656401,13262336,우리은행,유태경024,144-324-3124,ATM8809,203.0.113.205,2A:B4:7F:0A:56:55,,
출금,황미경051,신한은행,171-351-3151,2024-09-05,04:15:03,이체,여의도지점,,0,생활비,594073,10798071,농협,송우진049,169-349-3149,ATM4436,203.0.113.241,D6:B2:E4:65:E2:25,,
출금,박민수,우리은행,102-202-3002,2024-05-14,08:13:56,이체,종로지점,,0,생활비,101430,7552556,신한은행,고은비037,157-337-3137,ATM7081,203.0.113.70,F2:6B:AE:0B:B0:5D,,
출금,조현우,하나은행,110-210-3010,2024-03-27,01:25:39,이체,여의도지점,,0,집금,5000000,10122918,하나은행,최지훈,103-203-3003,ATM5262,203.0.113.39,2D:BC:57:3C:07:DE,,
출금,황미경019,카카오뱅크,139-319-3119,2024-05-29,12:39:36,이체,여의도지점,,0,피해금,3000000,3332741,국민은행,문재혁,114-214-3014,ATM4369,203.0.113.175,A2:99:9B:DE:B0:2D,,
출금,고은비037,신한은행,157-337-3137,2024-08-16,01:14:50,이체,여의도지점,,0,생활비,523160,8509200,우리은행,전성호052,172-352-3152,ATM5104,203.0.113.112,E7:FB:19:03:74:0C,,
출금,양준석070,농협,190-370-3170,2024-01-21,13:56:38,이체,역삼지점,,0,생활비,735972,10030963,하나은행,안채원046,166-346-3146,ATM9785,203.0.113.120,76:DD:8D:11:1F:C2,,
출금,마준호043,국민은행,163-343-3143,2024-07-05,01:49:06,이체,강남지점,,0,생활비,634756,1992994,하나은행,노시우025,145-325-3125,ATM6400,203.0.113.199,51:A6:A3:DE:5C:ED,,
출금,전성호020,토스뱅크,140-320-3120,2024-09-08,12:47:00,이체,여의도지점,,0,생활비,457216,791966,농협,안채원014,134-314-3114,ATM2452,203.0.113.6,C1:DA:A2:E4:51:9E,,
출금,고은비037,신한은행,157-337-3137,2024-07-04,19:38:01,이체,종로지점,,0,생활비,436171,14264407,하나은행,도하린074,194-374-3174,ATM3174,203.0.113.122,09:5C:B3:DB:30:39,,
출금,설진우045,우리은행,165-345-3145,2024-08-12,23:12:08,이체,강남지점,,0,피해금,300000,3289558,국민은행,문재혁,114-214-3014,ATM1415,203.0.113.185,7A:FA:C7:20:9D:FF,,
출금,마준호011,하나은행,131-311-3111,2024-05-25,09:00:47,이체,역삼지점,,0,생활비,783667,9826915,농협,고은비021,141-321-3121,ATM4281,203.0.113.198,DF:77:94:0B:80:2E,,
출금,장도윤063,농협,183-363-3163,2024-08-05,13:47:47,이체,여의도지점,,0,생활비,23889,1966492,국민은행,전성호036,156-336-3136,ATM1433,203.0.113.97,D3:7C:E4:9E:34:4B,,
출금,이영희,신한은행,101-201-3001,2024-07-19,05:52:47,이체,강남지점,,0,최종상납,5000000,13749583,국민은행,김철수,100-200-3000,ATM8674,203.0.113.123,A0:CF:C2:54:1B:BE,,
출금,노시우025,하나은행,145-325-3125,2024-07-11,22:15:21,이체,역삼지점,,0,생활비,515491,10368441,농협,설진우077,197-377-3177,ATM5658,203.0.113.107,24:9F:42:DE:55:0B,,
출금,유태경008,국민은행,128-308-3108,2024-05-19,20:43:20,이체,종로지점,,0,생활비,719527,5720070,토스뱅크,전성호020,140-320-3120,ATM6802,203.0.113.173,D2:D9:0E:04:76:03,,
출금,한지우,국민은행,107-207-3007,2024-03-19,23:44:28,이체,여의도지점,,0,집금,1000000,7960276,우리은행,박민수,102-202-3002,ATM1321,203.0.113.221,E6:7C:67:96:C8:1A,,
출금,남지연032,하나은행,152-332-3132,2024-06-20,17:33:16,이체,종로지점,,0,생활비,129028,11281372,농협,장도윤063,183-363-3163,ATM6754,203.0.113.33,6F:CB:80:87:24:34,,
출금,송우진033,카카오뱅크,153-333-3133,2024-08-22,06:46:08,이체,여의도지점,,0,생활비,792289,8097933,국민은행,설진우029,149-329-3129,ATM5929,203.0.113.22,1E:AC:01:DD:A6:0A,,
출금,문재혁,국민은행,114-214-3014,2024-07-01,22:35:31,이체,여의도지점,,0,집금,2500000,8320975,우리은행,박민수,102-202-3002,ATM2843,203.0.113.217,4B:3F:B2:2F:68:91,,
출금,송우진017,우리은행,137-317-3117,2024-02-16,04:32:21,이체,역삼지점,,0,생활비,330361,8143231,토스뱅크,변서연076,196-376-3176,ATM1795,203.0.113.9,C3:87:81:AC:93:F5,,
출금,황미경035,농협,155-335-3135,2024-09-10,15:36:27,이체,역삼지점,,0,생활비,234147,6778139,신한은행,도하린058,178-358-3158,ATM4222,203.0.113.130,C2:B4:95:FC:ED:2B,,
출금,고은비005,카카오뱅크,125-305-3105,2024-05-10,08:21:01,이체,여의도지점,,0,생활비,475786,3558111,우리은행,설진우045,165-345-3145,ATM3992,203.0.113.67,BF:7C:A2:4A:E1:37,,
출금,차미래071,국민은행,191-371-3171,2024-03-25,14:03:17,이체,역삼지점,,0,생활비,413796,8630581,우리은행,마준호059,179-359-3159,ATM9850,203.0.113.85,4B:E6:20:B4:77:8A,,
출금,노시우057,국민은행,177-357-3157,2024-05-05,21:50:24,이체,종로지점,,0,생활비,540631,4172237,농협,양준석070,190-370-3170,ATM2355,203.0.113.110,FC:A6:88:85:88:15,,
출금,최지훈,하나은행,103-203-3003,2024-02-21,00:03:17,이체,강남지점,,0,상납,7500000,11212255,신한은행,이영희,101-201-3001,ATM1685,203.0.113.25,6C:03:C0:88:F8:F2,,
출금,정하늘,카카오뱅크,104-204-3004,2024-04-06,15:06:21,이체,여의도지점,,0,상납,5000000,10770696,신한은행,이영희,101-201-3001,ATM5991,203.0.113.24,57:35:5A:10:FA:0D,,
출금,차미래055,토스뱅크,175-355-3155,2024-09-30,03:43:55,이체,종로지점,,0,생활비,516397,1979122,카카오뱅크,고은비005,125-305-3105,ATM7418,203.0.113.77,86:EC:F3:F0:67:64,,
출금,안채원078,국민은행,198-378-3178,2024-05-09,14:01:28,이체,역삼지점,,0,생활비,158200,6712884,농협,변서연028,148-328-3128,ATM3229,203.0.113.93,35:F4:97:67:3F:C9,,
출금,유태경056,농협,176-356-3156,2024-08-06,07:59:46,이체,강남지점,,0,생활비,637941,13621827,하나은행,황미경067,187-367-3167,ATM1816,203.0.113.145,69:B3:5E:1F:38:CA,,
출금,안채원030,신한은행,150-330-3130,2024-06-24,11:11:31,이체,여의도지점,,0,피해금,2000000,3582148,카카오뱅크,임수빈,111-211-3011,ATM7866,203.0.113.180,BE:BA:CD:8F:E6:5C,,
출금,노시우073,우리은행,193-373-3173,2024-06-08,19:38:04,이체,강남지점,,0,생활비,465250,4362054,하나은행,변서연060,180-360-3160,ATM9073,203.0.113.32,D4:98:A7:83:A4:87,,
출금,송우진033,카카오뱅크,153-333-3133,2024-05-29,15:56:21,이체,역삼지점,,0,생활비,594734,13412425,우리은행,장도윤031,151-331-3131,ATM9327,203.0.113.243,F7:52:9C:AA:EA:5B,,
출금,고은비069,토스뱅크,189-369-3169,2024-09-17,02:55:05,이체,역삼지점,,0,생활비,204217,14544618,국민은행,설진우029,149-329-3129,ATM8273,203.0.113.162,41:8B:8E:FC:50:EA,,
출금,도하린026,카카오뱅크,146-326-3126,2024-08-23,09:36:15,이체,강남지점,,0,생활비,654129,4064610,우리은행,도하린010,130-310-3110,ATM6343,203.0.113.36,FA:DA:5D:B0:AF:7E,,
출금,안채원062,토스뱅크,182-362-3162,2024-08-30,02:15:47,이체,여의도지점,,0,생활비,406451,3363305,토스뱅크,마준호027,147-327-3127,ATM2033,203.0.113.75,0A:6E:26:3C:CB:D9,,
출금,양준석070,농협,190-370-3170,2024-09-01,16:19:52,이체,역삼지점,,0,생활비,406798,5193609,신한은행,노시우009,129-309-3109,ATM1638,203.0.113.126,6B:1D:E2:32:EE:EE,,
출금,황미경019,카카오뱅크,139-319-3119,2024-04-27,17:24:07,이체,강남지점,,0,생활비,369411,5669594,국민은행,유태경008,128-308-3108,ATM3001,203.0.113.31,28:DE:59:F1:31:83,,
출금,도하린042,농협,162-342-3142,2024-09-16,07:35:41,이체,여의도지점,,0,피해금,300000,6815865,카카오뱅크,임수빈,111-211-3011,ATM4850,203.0.113.21,EB:E3:E5:2D:FF:E4,,
출금,설진우077,농협,197-377-3177,2024-08-28,05:26:13,이체,종로지점,,0,생활비,534885,11559998,국민은행,남지연064,184-364-3164,ATM3818,203.0.113.22,52:45:68:70:51:3E,,
출금,노시우009,신한은행,129-309-3109,2024-10-06,14:56:46,이체,여의도지점,,0,생활비,385588,5718655,농협,안채원014,134-314-3114,ATM1639,203.0.113.148,20:C0:67:E5:BA:0B,,
출금,배성호,토스뱅크,112-212-3012,2024-03-15,23:17:37,이체,종로지점,,0,집금,1000000,5958990,우리은행,박민수,102-202-3002,ATM3630,203.0.113.219,7B:22:32:07:6F:62,,
출금,권태영,우리은행,116-216-3016,2024-05-15,10:22:30,이체,종로지점,,0,생활비,107078,14129088,우리은행,유태경024,144-324-3124,ATM4243,203.0.113.117,42:75:F8:CB:D3:17,,
출금,전성호068,카카오뱅크,188-368-3168,2024-09-26,05:45:34,이체,강남지점,,0,생활비,176566,12802975,신한은행,차미래023,143-323-3123,ATM2815,203.0.113.135,6F:4E:7D:BF:6B:15,,
출금,마준호011,하나은행,131-311-3111,2024-05-11,21:53:54,이체,여의도지점,,0,생활비,472637,3010920,우리은행,양준석038,158-338-3138,ATM1898,203.0.113.182,B1:BD:A4:40:7B:F6,,
출금,장도윤015,국민은행,135-315-3115,2024-07-26,21:49:50,이체,종로지점,,0,생활비,61417,11147809,카카오뱅크,양준석054,174-354-3154,ATM5308,203.0.113.206,15:67:BB:7C:94:3C,,
출금,전성호052,우리은행,172-352-3152,2024-09-23,10:31:32,이체,역삼지점,,0,생활비,325413,913317,토스뱅크,안채원062,182-362-3162,ATM5349,203.0.113.202,A8:A7:C5:A6:E6:CC,,
출금,송우진033,카카오뱅크,153-333-3133,2024-05-22,05:31:41,이체,여의도지점,,0,생활비,208683,3214668,하나은행,마준호011,131-311-3111,ATM3358,203.0.113.52,A1:FB:77:FA:82:5C,,
출금,황미경067,하나은행,187-367-3167,2024-08-30,01:49:48,이체,종로지점,,0,생활비,748063,3526231,토스뱅크,노시우041,161-341-3141,ATM2717,203.0.113.64,F5:06:B4:E1:69:F5,,
출금,신소희,신한은행,115-215-3015,2024-09-25,08:31:56,이체,강남지점,,0,집금,5000000,4044266,카카오뱅크,정하늘,104-204-3004,ATM3003,203.0.113.198,A0:A8:C7:78:D8:6F,,
출금,고은비069,토스뱅크,189-369-3169,2024-02-29,00:15:40,이체,역삼지점,,0,생활비,12235,13508737,하나은행,마준호011,131-311-3111,ATM1090,203.0.113.129,4D:7A:83:31:CF:04,,
출금,최지훈,하나은행,103-203-3003,2024-02-16,04:16:25,이체,종로지점,,0,생활비,537614,4053244,카카오뱅크,마준호075,195-375-3175,ATM8838,203.0.113.137,C4:56:9D:69:18:24,,
출금,차미래039,하나은행,159-339-3139,2024-05-03,20:07:17,이체,여의도지점,,0,생활비,554751,6135481,토스뱅크,차미래055,175-355-3155,ATM1089,203.0.113.248,09:73:82:BD:B8:94,,
출금,황미경035,농협,155-335-3135,2024-07-27,15:50:44,이체,여의도지점,,0,생활비,742641,7846743,농협,도하린042,162-342-3142,ATM8192,203.0.113.107,24:AD:42:89:CC:0E,,
출금,유태경072,신한은행,192-372-3172,2024-02-04,17:34:46,이체,강남지점,,0,피해금,1000000,3139276,우리은행,서유진,109-209-3009,ATM6203,203.0.113.215,4A:0F:A3:D3:D2:9B,,
출금,유태경072,신한은행,192-372-3172,2024-09-04,21:08:01,이체,역삼지점,,0,생활비,530462,5928695,토스뱅크,차미래055,175-355-3155,ATM2206,203.0.113.147,42:17:3D:4F:B4:40,,
출금,박민수,우리은행,102-202-3002,2024-05-12,03:18:05,이체,강남지점,,0,상납,3000000,1545511,신한은행,이영희,101-201-3001,ATM6574,203.0.113.190,60:3B:BC:41:A0:C2,,
출금,차미래071,국민은행,191-371-3171,2024-06-25,23:21:47,이체,역삼지점,,0,생활비,584453,506655,하나은행,안채원046,166-346-3146,ATM2203,203.0.113.1,39:BA:9E:9B:9D:9E,,
출금,안채원014,농협,134-314-3114,2024-01-03,14:58:30,이체,종로지점,,0,생활비,16256,3053446,카카오뱅크,전성호068,188-368-3168,ATM9305,203.0.113.73,BC:B9:E9:DF:34:DB,,
출금,이영희,신한은행,101-201-3001,2024-05-28,11:39:54,이체,여의도지점,,0,최종상납,7500000,721305,국민은행,김철수,100-200-3000,ATM7350,203.0.113.62,6A:26:4E:FE:31:07,,
출금,류하준034,토스뱅크,154-334-3134,2024-05-14,18:57:44,이체,종로지점,,0,생활비,543985,10096503,신한은행,장도윤079,199-379-3179,ATM2226,203.0.113.217,58:C7:02:4C:00:7D,,
출금,류하준050,국민은행,170-350-3150,2024-03-04,01:38:00,이체,종로지점,,0,생활비,110703,9255918,농협,남지연000,120-300-3100,ATM9509,203.0.113.111,CA:0B:E2:6A:4E:D3,,
출금,설진우061,카카오뱅크,181-361-3161,2024-06-15,01:47:15,이체,강남지점,,0,생활비,331379,13745144,신한은행,안채원030,150-330-3130,ATM3937,203.0.113.224,E5:F3:45:28:E8:68,,
출금,류하준034,토스뱅크,154-334-3134,2024-07-29,07:11:39,이체,강남지점,,0,피해금,2000000,10053783,신한은행,신소희,115-215-3015,ATM3949,203.0.113.184,FF:2D:9A:B2:D6:02,,
출금,남지연032,하나은행,152-332-3132,2024-02-22,01:51:47,이체,역삼지점,,0,생활비,339489,6888582,우리은행,황미경003,123-303-3103,ATM6914,203.0.113.133,75:E7:DD:69:67:95,,
출금,권태영,우리은행,116-216-3016,2024-08-06,06:22:50,이체,강남지점,,0,집금,2500000,10980973,카카오뱅크,정하늘,104-204-3004,ATM5945,203.0.113.130,99:DD:A0:66:D4:CD,,
출금,남지연000,농협,120-300-3100,2024-05-23,17:54:02,이체,종로지점,,0,생활비,579214,11809310,우리은행,양준석038,158-338-3138,ATM8189,203.0.113.186,6F:3B:2F:B0:C6:0A,,
출금,류하준002,신한은행,122-302-3102,2024-03-27,18:01:20,이체,종로지점,,0,생활비,385881,595415,신한은행,장도윤079,199-379-3179,ATM6736,203.0.113.124,4E:22:88:E4:4E:C7,,
출금,황미경067,하나은행,187-367-3167,2024-08-05,23:50:52,이체,여의도지점,,0,생활비,481452,4748872,하나은행,고은비053,173-353-3153,ATM6033,203.0.113.133,55:5B:FA:05:FF:63,,
출금,전성호004,하나은행,124-304-3104,2024-02-18,14:27:19,이체,종로지점,,0,생활비,170724,1309992,신한은행,유태경072,192-372-3172,ATM8916,203.0.113.223,EE:14:42:4E:69:02,,
출금,전성호052,우리은행,172-352-3152,2024-09-17,11:44:36,이체,종로지점,,0,생활비,174586,3275351,국민은행,송우진001,121-301-3101,ATM9806,203.0.113.185,FF:AF:B7:FC:A2:5F,,
출금,송우진033,카카오뱅크,153-333-3133,2024-07-10,19:28:36,이체,여의도지점,,0,생활비,480111,4411090,국민은행,차미래071,191-371-3171,ATM3178,203.0.113.90,95:52:1D:9B:6D:C4,,
출금,변서연012,카카오뱅크,132-312-3112,2024-05-12,23:51:35,이체,역삼지점,,0,피해금,500000,11453681,국민은행,문재혁,114-214-3014,ATM6499,203.0.113.168,2D:71:B5:72:9D:D7,,
출금,노시우025,하나은행,145-325-3125,2024-07-18,19:48:01,이체,강남지점,,0,생활비,405324,4369962,하나은행,남지연032,152-332-3132,ATM5820,203.0.113.156,C8:16:46:CF:A9:73,,
출금,유태경056,농협,176-356-3156,2024-08-19,15:04:37,이체,역삼지점,,0,생활비,435713,11866955,국민은행,노시우057,177-357-3157,ATM3208,203.0.113.196,11:74:1E:4F:E3:A3,,
출금,차미래023,신한은행,143-323-3123,2024-02-06,11:50:41,이체,역삼지점,,0,생활비,714091,847901,국민은행,남지연064,184-364-3164,ATM9339,203.0.113.151,B5:47:38:E1:C8:01,,
출금,정하늘,카카오뱅크,104-204-3004,2024-07-17,21:59:49,이체,역삼지점,,0,상납,5000000,5620816,신한은행,이영희,101-201-3001,ATM3872,203.0.113.163,A2:F6:22:AB:09:E5,,
출금,류하준034,토스뱅크,154-334-3134,2024-04-20,09:45:53,이체,강남지점,,0,생활비,211945,5752848,신한은행,류하준002,122-302-3102,ATM1546,203.0.113.142,39:18:AD:C0:71:AE,,
출금,황미경051,신한은행,171-351-3151,2024-08-16,11:05:20,이체,강남지점,,0,피해금,500000,10253084,우리은행,권태영,116-216-3016,ATM4197,203.0.113.150,71:8E:64:0B:2A:E4,,
출금,유태경040,카카오뱅크,160-340-3140,2024-07-18,22:51:36,이체,강남지점,,0,생활비,389602,9996242,토스뱅크,변서연076,196-376-3176,ATM3740,203.0.113.39,12:B5:3D:68:BC:CD,,
출금,박민수,우리은행,102-202-3002,2024-08-28,06:09:58,이체,역삼지점,,0,상납,7500000,120138,신한은행,이영희,101-201-3001,ATM1210,203.0.113.221,BF:FB:CF:D4:CA:BF,,
출금,류하준002,신한은행,122-302-3102,2024-03-03,23:46:16,이체,종로지점,,0,생활비,355265,12294895,카카오뱅크,도하린026,146-326-3126,ATM5028,203.0.113.144,56:94:9D:25:3E:84,,
출금,마준호059,우리은행,179-359-3159,2024-07-11,15:37:50,이체,역삼지점,,0,생활비,140661,14991350,카카오뱅크,유태경040,160-340-3140,ATM7680,203.0.113.8,AC:DC:B5:77:29:8A,,
출금,마준호027,토스뱅크,147-327-3127,2024-04-24,23:44:19,이체,종로지점,,0,생활비,789010,12835776,하나은행,도하린074,194-374-3174,ATM2120,203.0.113.158,F0:38:AA:FE:A0:B7,,
출금,설진우077,농협,197-377-3177,2024-01-28,09:33:02,이체,종로지점,,0,피해금,2000000,9108517,국민은행,한지우,107-207-3007,ATM3450,203.0.113.84,71:4E:19:C9:E4:2E,,
출금,류하준066,우리은행,186-366-3166,2024-04-28,03:24:02,이체,역삼지점,,0,생활비,341426,11903992,우리은행,황미경003,123-303-3103,ATM3138,203.0.113.116,99:7B:7F:1B:6D:E1,,
출금,장도윤031,우리은행,151-331-3131,2024-01-24,23:48:10,이체,여의도지점,,0,생활비,393123,4254411,농협,고은비021,141-321-3121,ATM7511,203.0.113.209,4D:7A:75:90:97:18,,
출금,변서연076,토스뱅크,196-376-3176,2024-02-01,23:27:28,이체,종로지점,,0,생활비,769293,13663448,하나은행,류하준018,138-318-3118,ATM5385,203.0.113.243,73:64:9C:76:CC:09,,
출금,설진우013,토스뱅크,133-313-3113,2024-05-14,04:02:19,이체,종로지점,,0,생활비,763919,14159787,우리은행,장도윤031,151-331-3131,ATM9038,203.0.113.133,38:7D:36:94:B9:C2,,
출금,전성호020,토스뱅크,140-320-3120,2024-06-09,07:59:53,이체,종로지점,,0,생활비,156210,2716335,국민은행,송우진001,121-301-3101,ATM4960,203.0.113.138,D9:E1:14:E5:F2:C5,,
출금,설진우077,농협,197-377-3177,2024-02-09,05:06:29,이체,종로지점,,0,생활비,260966,14415737,카카오뱅크,장도윤047,167-347-3147,ATM1006,203.0.113.170,C6:E6:47:DA:E4:48,,
출금,고은비037,신한은행,157-337-3137,2024-09-22,20:39:29,이체,여의도지점,,0,생활비,537902,7945980,토스뱅크,안채원062,182-362-3162,ATM6417,203.0.113.76,8E:A8:84:E7:96:23,,
출금,양준석006,토스뱅크,126-306-3106,2024-09-14,14:13:04,이체,여의도지점,,0,생활비,617701,13885076,신한은행,유태경072,192-372-3172,ATM1227,203.0.113.244,3B:CB:D0:34:72:09,,
출금,고은비005,카카오뱅크,125-305-3105,2024-06-13,16:05:06,이체,역삼지점,,0,피해금,500000,13024131,카카오뱅크,임수빈,111-211-3011,ATM9814,203.0.113.137,03:21:6B:6D:D9:35,,
출금,이영희,신한은행,101-201-3001,2024-01-20,08:12:59,이체,역삼지점,,0,최종상납,7500000,7202177,국민은행,김철수,100-200-3000,ATM1289,203.0.113.158,66:2E:1A:C2:D0:9C,,
출금,설진우061,카카오뱅크,181-361-3161,2024-06-29,11:29:32,이체,종로지점,,0,생활비,191349,6782543,우리은행,송우진017,137-317-3117,ATM5170,203.0.113.27,72:AF:8A:F9:9E:30,,
출금,유태경056,농협,176-356-3156,2024-05-15,03:21:38,이체,역삼지점,,0,생활비,507588,13179171,토스뱅크,안채원062,182-362-3162,ATM1879,203.0.113.182,91:23:1B:2D:0A:5B,,
출금,송우진049,농협,169-349-3149,2024-08-09,18:37:02,이체,역삼지점,,0,생활비,699219,1822702,카카오뱅크,마준호075,195-375-3175,ATM4865,203.0.113.18,31:D2:D4:9B:D6:0B,,
출금,송우진049,농협,169-349-3149,2024-07-01,00:32:59,이체,종로지점,,0,생활비,681860,11992633,우리은행,노시우073,193-373-3173,ATM3424,203.0.113.110,29:18:D7:D1:BE:B1,,
출금,도하린074,하나은행,194-374-3174,2024-09-04,14:38:00,이체,종로지점,,0,생활비,122515,4132328,신한은행,노시우009,129-309-3109,ATM5954,203.0.113.11,6A:71:60:66:34:A3,,
출금,유태경040,카카오뱅크,160-340-3140,2024-03-05,10:57:21,이체,종로지점,,0,생활비,369603,2561364,카카오뱅크,양준석054,174-354-3154,ATM5310,203.0.113.86,D8:CD:E8:59:5B:1C,,
출금,도하린058,신한은행,178-358-3158,2024-04-02,14:32:27,이체,여의도지점,,0,피해금,2000000,6504441,우리은행,권태영,116-216-3016,ATM6821,203.0.113.58,5F:D9:03:FF:79:89,,
출금,송우진033,카카오뱅크,153-333-3133,2024-10-06,14:13:48,이체,여의도지점,,0,생활비,45635,14050565,토스뱅크,남지연048,168-348-3148,ATM4303,203.0.113.21,86:63:2F:2B:61:E7,,
출금,강민재,신한은행,108-208-3008,2024-08-14,12:00:58,이체,여의도지점,,0,집금,1000000,4337143,카카오뱅크,정하늘,104-204-3004,ATM5929,203.0.113.24,78:98:6B:52:E0:A2,,
출금,노시우025,하나은행,145-325-3125,2024-08-25,20:18:50,이체,종로지점,,0,생활비,14169,13721317,우리은행,황미경003,123-303-3103,ATM8384,203.0.113.189,FA:F0:94:3E:96:D7,,
