발신인,발신번호,착신인,착신번호,시작일자,시작시간,종료일자,종료시간,통화시간(분),업체명,발신위치,발신종료,비고1,비고2
양준석054,010-8054-1054,전성호020,010-8020-1020,2024-09-10,06:27:25,2024-09-10,06:42:31,15.11,LGU+,대전 유성,부산 해운대,,
차미래039,010-8039-1039,고은비069,010-8069-1069,2024-08-30,08:53:54,2024-08-30,09:07:32,13.64,SKT,대전 유성,대구 수성,,
변서연076,010-8076-1076,양준석038,010-8038-1038,2024-07-10,06:19:27,2024-07-10,06:30:58,11.53,KT,서울 강남,수원 영통,,
홍예린,010-1243-1013,송우진049,010-8049-1049,2024-02-13,23:57:35,2024-02-14,00:13:58,16.39,SKT,서울 영등포,대구 수성,,
남지연048,010-8048-1048,도하린042,010-8042-1042,2024-09-11,08:46:18,2024-09-11,09:01:17,14.99,LGU+,서울 서초,대구 수성,,
차미래055,010-8055-1055,남지연000,010-8000-1000,2024-05-08,08:09:41,2024-05-08,08:11:00,1.33,SKT,부산 해운대,서울 서초,,
차미래039,010-8039-1039,유태경040,010-8040-1040,2024-07-05,15:48:28,2024-07-05,15:55:14,6.78,SKT,수원 영통,인천 부평,,
도하린074,010-8074-1074,전성호036,010-8036-1036,2024-05-10,09:41:02,2024-05-10,09:49:32,8.5,KT,대구 수성,부산 해운대,,
노시우009,010-8009-1009,도하린026,010-8026-1026,2024-07-11,10:40:58,2024-07-11,10:49:37,8.66,SKT,서울 영등포,인천 부평,,
류하준034,010-8034-1034,도하린074,010-8074-1074,2024-06-04,04:20:58,2024-06-04,04:26:06,5.14,KT,부산 해운대,부산 해운대,,
양준석006,010-8006-1006,남지연000,010-8000-1000,2024-05-05,12:22:40,2024-05-05,12:29:28,6.81,KT,인천 부평,서울 영등포,,
장도윤031,010-8031-1031,송우진001,010-8001-1001,2024-01-11,16:06:32,2024-01-11,16:07:15,0.72,KT,서울 강남,서울 영등포,,
문재혁,010-1254-1014,송우진033,010-8033-1033,2024-03-02,02:10:51,2024-03-02,02:23:30,12.66,LGU+,서울 강남,부산 해운대,,
고은비021,010-8021-1021,황미경051,010-8051-1051,2024-03-21,00:13:45,2024-03-21,00:26:34,12.82,LGU+,부산 해운대,서울 서초,,
유태경040,010-8040-1040,도하린074,010-8074-1074,2024-08-16,15:21:45,2024-08-16,15:25:43,3.98,KT,서울 서초,서울 영등포,,
유태경072,010-8072-1072,안채원078,010-8078-1078,2024-01-19,11:04:26,2024-01-19,11:15:36,11.17,LGU+,서울 서초,수원 영통,,
안채원062,010-8062-1062,장도윤031,010-8031-1031,2024-03-31,12:02:19,2024-03-31,12:02:45,0.44,KT,수원 영통,부산 해운대,,
박민수,010-1122-1102,이영희,010-1111-1201,2024-05-14,05:47:28,2024-05-14,05:48:23,0.92,KT,서울 강남,서울 서초,,
유태경008,010-8008-1008,남지연000,010-8000-1000,2024-07-27,16:30:55,2024-07-27,16:38:28,7.55,KT,인천 부평,서울 서초,,
도하린042,010-8042-1042,노시우041,010-8041-1041,2024-09-09,20:44:19,2024-09-09,20:45:28,1.15,LGU+,서울 서초,부산 해운대,,
안채원062,010-8062-1062,설진우077,010-8077-1077,2024-01-03,06:00:09,2024-01-03,06:14:33,14.41,KT,부산 해운대,서울 영등포,,
고은비005,010-8005-1005,안채원014,010-8014-1014,2024-06-04,02:16:21,2024-06-04,02:17:26,1.09,KT,인천 부평,서울 영등포,,
박민수,010-1122-1002,임수빈,010-1221-1011,2024-02-24,07:27:37,2024-02-24,07:35:25,7.81,SKT,대구 수성,인천 부평,,
안채원030,010-8030-1030,설진우029,010-8029-1029,2024-05-19,11:28:57,2024-05-19,11:30:40,1.73,KT,대전 유성,서울 영등포,,
남지연016,010-8016-1016,황미경019,010-8019-1019,2024-08-10,09:08:12,2024-08-10,09:21:21,13.16,KT,대전 유성,인천 부평,,
류하준034,010-8034-1034,유태경072,010-8072-1072,2024-06-23,04:16:38,2024-06-23,04:18:51,2.22,SKT,대구 수성,대구 수성,,
황미경003,010-8003-1003,송우진065,010-8065-1065,2024-02-12,04:08:43,2024-02-12,04:20:31,11.8,LGU+,서울 서초,대전 유성,,
송우진033,010-8033-1033,남지연016,010-8016-1016,2024-04-20,22:09:09,2024-04-20,22:10:35,1.44,LGU+,서울 강남,서울 서초,,
정하늘,010-1144-1204,홍예린,010-1243-1213,2024-09-10,19:56:53,2024-09-10,20:09:00,12.12,KT,인천 부평,서울 강남,,
장도윤015,010-8015-1015,전성호036,010-8036-1036,2024-05-15,20:34:37,2024-05-15,20:35:04,0.45,SKT,대구 수성,서울 서초,,
변서연060,010-8060-1060,남지연000,010-8000-1000,2024-01-27,04:32:51,2024-01-27,04:41:19,8.47,LGU+,수원 영통,대전 유성,,
황미경067,010-8067-1067,남지연000,010-8000-1000,2024-08-27,01:32:29,2024-08-27,01:33:45,1.27,LGU+,서울 영등포,서울 서초,,
변서연012,010-8012-1012,유태경024,010-8024-1024,2024-03-30,11:11:33,2024-03-30,11:12:14,0.69,SKT,부산 해운대,서울 영등포,,
정하늘,010-1144-1104,임수빈,010-1221-1111,2024-04-14,10:38:09,2024-04-14,10:44:27,6.31,LGU+,대전 유성,대전 유성,,
노시우025,010-8025-1025,고은비037,010-8037-1037,2024-08-06,12:27:24,2024-08-06,12:29:48,2.4,SKT,수원 영통,서울 서초,,
고은비021,010-8021-1021,남지연048,010-8048-1048,2024-02-06,20:26:48,2024-02-06,20:40:39,13.85,LGU+,인천 부평,부산 해운대,,
신소희,010-1265-1115,설진우045,010-8045-1045,2024-04-29,05:06:15,2024-04-29,05:18:25,12.17,KT,서울 강남,부산 해운대,,
차미래071,010-8071-1071,변서연076,010-8076-1076,2024-10-04,13:46:38,2024-10-04,13:47:45,1.13,KT,인천 부평,서울 영등포,,
장도윤047,010-8047-1047,안채원030,010-8030-1030,2024-09-13,16:11:53,2024-09-13,16:29:35,17.7,KT,서울 영등포,수원 영통,,
남지연048,010-8048-1048,유태경072,010-8072-1072,2024-09-17,15:56:04,2024-09-17,15:57:07,1.05,KT,서울 영등포,서울 영등포,,
설진우029,010-8029-1029,장도윤079,010-8079-1079,2024-05-17,01:02:43,2024-05-17,01:19:46,17.06,KT,인천 부평,대전 유성,,
마준호011,010-8011-1011,차미래023,010-8023-1023,2024-04-05,10:37:40,2024-04-05,10:55:05,17.42,SKT,서울 강남,부산 해운대,,
권태영,010-1276-1216,설진우061,010-8061-1061,2024-07-24,17:32:59,2024-07-24,17:49:37,16.65,LGU+,대구 수성,서울 강남,,
양준석038,010-8038-1038,안채원046,010-8046-1046,2024-05-29,20:15:33,2024-05-29,20:31:43,16.18,KT,서울 서초,서울 강남,,
노시우041,010-8041-1041,송우진065,010-8065-1065,2024-08-15,19:17:36,2024-08-15,19:31:46,14.18,KT,부산 해운대,부산 해운대,,
마준호011,010-8011-1011,도하린042,010-8042-1042,2024-07-06,15:46:47,2024-07-06,15:48:01,1.24,SKT,인천 부평,수원 영통,,
윤다은,010-1166-1106,이영희,010-1111-1101,2024-04-06,22:15:36,2024-04-06,22:16:18,0.7,KT,서울 강남,대전 유성,,
조현우,010-1210-1110,장도윤031,010-8031-1031,2024-05-22,17:19:14,2024-05-22,17:36:14,17.01,KT,인천 부평,부산 해운대,,
양준석006,010-8006-1006,설진우029,010-8029-1029,2024-05-09,06:32:01,2024-05-09,06:38:17,6.27,SKT,서울 영등포,대전 유성,,
권태영,010-1276-1116,황미경067,010-8067-1067,2024-05-09,11:17:50,2024-05-09,11:25:35,7.75,KT,대구 수성,수원 영통,,
전성호036,010-8036-1036,고은비021,010-8021-1021,2024-05-20,15:28:14,2024-05-20,15:29:35,1.35,KT,인천 부평,서울 서초,,
홍예린,010-1243-1013,변서연076,010-8076-1076,2024-03-11,18:24:27,2024-03-11,18:28:36,4.16,LGU+,서울 영등포,서울 영등포,,
양준석070,010-8070-1070,유태경072,010-8072-1072,2024-03-19,12:21:42,2024-03-19,12:34:50,13.14,LGU+,인천 부평,서울 영등포,,
고은비021,010-8021-1021,차미래039,010-8039-1039,2024-05-31,03:53:50,2024-05-31,04:09:11,15.35,SKT,대전 유성,인천 부평,,
오세진,010-1155-1105,이영희,010-1111-1201,2024-05-18,09:16:14,2024-05-18,09:16:35,0.36,SKT,대전 유성,서울 서초,,
전성호036,010-8036-1036,양준석022,010-8022-1022,2024-06-10,13:14:53,2024-06-10,13:15:19,0.44,SKT,서울 영등포,인천 부평,,
류하준034,010-8034-1034,마준호011,010-8011-1011,2024-07-14,18:24:22,2024-07-14,18:32:17,7.92,SKT,부산 해운대,서울 강남,,
도하린074,010-8074-1074,안채원014,010-8014-1014,2024-02-19,07:52:42,2024-02-19,08:04:15,11.55,LGU+,수원 영통,인천 부평,,
황미경067,010-8067-1067,노시우057,010-8057-1057,2024-03-01,17:05:22,2024-03-01,17:13:42,8.34,SKT,대구 수성,대구 수성,,
황미경051,010-8051-1051,송우진017,010-8017-1017,2024-04-15,07:13:45,2024-04-15,07:18:00,4.25,SKT,대전 유성,수원 영통,,
이영희,010-1111-1201,최지훈,010-1133-1203,2024-07-31,01:13:53,2024-07-31,01:14:38,0.75,LGU+,서울 강남,대구 수성,,
양준석006,010-8006-1006,전성호004,010-8004-1004,2024-05-02,02:34:06,2024-05-02,02:39:46,5.68,LGU+,대구 수성,대구 수성,,
고은비037,010-8037-1037,유태경072,010-8072-1072,2024-06-18,01:07:47,2024-06-18,01:18:43,10.94,LGU+,서울 강남,부산 해운대,,
안채원062,010-8062-1062,안채원078,010-8078-1078,2024-01-16,11:51:37,2024-01-16,11:52:22,0.76,KT,수원 영통,서울 서초,,
안채원030,010-8030-1030,마준호011,010-8011-1011,2024-08-02,02:24:59,2024-08-02,02:25:53,0.9,KT,서울 강남,수원 영통,,
설진우077,010-8077-1077,전성호004,010-8004-1004,2024-08-24,21:06:25,2024-08-24,21:07:47,1.37,LGU+,부산 해운대,수원 영통,,
양준석022,010-8022-1022,전성호004,010-8004-1004,2024-07-06,21:43:58,2024-07-06,21:45:14,1.27,KT,서울 서초,서울 강남,,
황미경003,010-8003-1003,설진우029,010-8029-1029,2024-05-06,01:17:47,2024-05-06,01:20:53,3.1,KT,대구 수성,서울 영등포,,
전성호068,010-8068-1068,노시우057,010-8057-1057,2024-05-15,00:33:14,2024-05-15,00:33:29,0.25,KT,부산 해운대,대구 수성,,
류하준018,010-8018-1018,유태경072,010-8072-1072,2024-07-30,18:35:36,2024-07-30,18:40:13,4.63,KT,대전 유성,서울 영등포,,
차미래055,010-8055-1055,전성호020,010-8020-1020,2024-08-11,07:54:14,2024-08-11,07:58:14,4.01,LGU+,부산 해운대,대구 수성,,
류하준018,010-8018-1018,설진우013,010-8013-1013,2024-01-04,12:00:36,2024-01-04,12:02:35,1.99,KT,서울 서초,부산 해운대,,
이영희,010-1111-1001,오세진,010-1155-1005,2024-02-03,12:31:04,2024-02-03,12:32:01,0.95,LGU+,서울 강남,서울 영등포,,
마준호059,010-8059-1059,남지연000,010-8000-1000,2024-02-01,20:52:02,2024-02-01,20:53:26,1.4,LGU+,대전 유성,서울 영등포,,
홍예린,010-1243-1113,윤다은,010-1166-1106,2024-04-21,14:28:15,2024-04-21,14:29:33,1.31,SKT,대전 유성,대전 유성,,
유태경072,010-8072-1072,마준호043,010-8043-1043,2024-01-30,08:25:26,2024-01-30,08:26:11,0.75,KT,대전 유성,서울 강남,,
문재혁,010-1254-1214,윤다은,010-1166-1206,2024-08-04,23:03:18,2024-08-04,23:04:16,0.98,KT,서울 서초,부산 해운대,,
고은비021,010-8021-1021,황미경051,010-8051-1051,2024-08-03,19:36:51,2024-08-03,19:44:14,7.39,LGU+,인천 부평,수원 영통,,
노시우025,010-8025-1025,차미래071,010-8071-1071,2024-05-02,04:46:18,2024-05-02,05:03:24,17.1,SKT,대전 유성,서울 강남,,
황미경019,010-8019-1019,안채원030,010-8030-1030,2024-09-10,06:59:29,2024-09-10,07:00:38,1.16,LGU+,수원 영통,서울 강남,,
남지연000,010-8000-1000,황미경019,010-8019-1019,2024-03-02,16:06:15,2024-03-02,16:10:43,4.47,KT,서울 강남,수원 영통,,
고은비053,010-8053-1053,남지연048,010-8048-1048,2024-02-26,04:05:21,2024-02-26,04:19:47,14.44,KT,인천 부평,대전 유성,,
차미래071,010-8071-1071,차미래055,010-8055-1055,2024-02-02,10:11:07,2024-02-02,10:11:53,0.78,KT,대구 수성,대전 유성,,
장도윤047,010-8047-1047,노시우025,010-8025-1025,2024-01-19,14:12:00,2024-01-19,14:22:42,10.71,SKT,대전 유성,대전 유성,,
류하준034,010-8034-1034,도하린026,010-8026-1026,2024-09-08,13:50:56,2024-09-08,14:00:50,9.91,KT,서울 강남,수원 영통,,
안채원014,010-8014-1014,차미래039,010-8039-1039,2024-08-05,23:17:58,2024-08-05,23:19:03,1.09,LGU+,서울 영등포,부산 해운대,,
차미래023,010-8023-1023,양준석070,010-8070-1070,2024-08-19,12:52:52,2024-08-19,13:09:37,16.76,SKT,부산 해운대,대구 수성,,
양준석070,010-8070-1070,마준호043,010-8043-1043,2024-01-17,20:20:15,2024-01-17,20:20:51,0.61,KT,인천 부평,서울 강남,,
장도윤031,010-8031-1031,유태경024,010-8024-1024,2024-05-30,07:25:58,2024-05-30,07:29:44,3.77,KT,서울 영등포,서울 강남,,
노시우009,010-8009-1009,설진우013,010-8013-1013,2024-10-07,14:45:08,2024-10-07,14:49:53,4.75,SKT,부산 해운대,대전 유성,,
전성호036,010-8036-1036,차미래039,010-8039-1039,2024-10-07,20:04:04,2024-10-07,20:21:46,17.71,SKT,서울 강남,부산 해운대,,
변서연044,010-8044-1044,노시우025,010-8025-1025,2024-02-13,10:53:17,2024-02-13,11:06:00,12.73,SKT,대구 수성,서울 강남,,
유태경024,010-8024-1024,남지연032,010-8032-1032,2024-04-04,20:37:07,2024-04-04,20:54:33,17.44,SKT,서울 영등포,서울 강남,,
이영희,010-1111-1201,윤다은,010-1166-1106,2024-06-18,03:55:54,2024-06-18,03:56:40,0.77,LGU+,수원 영통,서울 강남,,
박민수,010-1122-1102,권태영,010-1276-1116,2024-06-07,05:13:21,2024-06-07,05:30:27,17.11,KT,부산 해운대,부산 해운대,,
변서연076,010-8076-1076,장도윤063,010-8063-1063,2024-07-21,19:33:31,2024-07-21,19:45:22,11.86,LGU+,서울 서초,부산 해운대,,
문재혁,010-1254-1214,황미경003,010-8003-1003,2024-07-14,21:27:11,2024-07-14,21:34:12,7.02,SKT,인천 부평,인천 부평,,
송우진033,010-8033-1033,마준호075,010-8075-1075,2024-09-12,21:08:18,2024-09-12,21:09:20,1.04,SKT,서울 영등포,서울 강남,,
황미경003,010-8003-1003,전성호068,010-8068-1068,2024-01-18,07:12:19,2024-01-18,07:21:05,8.78,SKT,인천 부평,대구 수성,,
도하린026,010-8026-1026,양준석054,010-8054-1054,2024-03-03,01:14:17,2024-03-03,01:30:54,16.62,KT,인천 부평,서울 영등포,,
고은비037,010-8037-1037,장도윤031,010-8031-1031,2024-06-21,05:56:41,2024-06-21,05:57:56,1.25,KT,부산 해운대,대구 수성,,
황미경003,010-8003-1003,전성호004,010-8004-1004,2024-07-08,04:07:31,2024-07-08,04:18:59,11.48,SKT,대전 유성,대구 수성,,
류하준018,010-8018-1018,송우진049,010-8049-1049,2024-04-28,07:17:57,2024-04-28,07:30:57,13.01,LGU+,대구 수성,인천 부평,,
배성호,010-1232-1112,도하린058,010-8058-1058,2024-04-15,16:30:22,2024-04-15,16:39:27,9.09,KT,수원 영통,대전 유성,,
전성호068,010-8068-1068,마준호011,010-8011-1011,2024-06-19,17:08:52,2024-06-19,17:09:17,0.43,KT,수원 영통,부산 해운대,,
도하린042,010-8042-1042,안채원062,010-8062-1062,2024-07-10,17:59:25,2024-07-10,18:00:17,0.88,KT,부산 해운대,대전 유성,,
양준석070,010-8070-1070,차미래071,010-8071-1071,2024-07-12,11:06:49,2024-07-12,11:08:13,1.41,LGU+,대구 수성,서울 영등포,,
윤다은,010-1166-1106,이영희,010-1111-1201,2024-06-17,21:54:34,2024-06-17,21:55:15,0.69,KT,수원 영통,서울 강남,,
양준석022,010-8022-1022,안채원030,010-8030-1030,2024-07-14,13:37:42,2024-07-14,13:54:37,16.92,KT,서울 영등포,서울 영등포,,
양준석070,010-8070-1070,마준호043,010-8043-1043,2024-02-26,04:34:49,2024-02-26,04:37:07,2.3,KT,수원 영통,대전 유성,,
설진우029,010-8029-1029,노시우073,010-8073-1073,2024-08-30,21:23:24,2024-08-30,21:25:28,2.08,LGU+,인천 부평,수원 영통,,
장도윤015,010-8015-1015,류하준002,010-8002-1002,2024-09-10,10:09:57,2024-09-10,10:10:58,1.03,LGU+,수원 영통,서울 영등포,,
황미경035,010-8035-1035,안채원062,010-8062-1062,2024-04-18,23:08:59,2024-04-18,23:22:43,13.74,LGU+,서울 서초,서울 서초,,
한지우,010-1177-1207,양준석070,010-8070-1070,2024-08-02,07:20:15,2024-08-02,07:28:19,8.08,LGU+,대전 유성,인천 부평,,
황미경051,010-8051-1051,양준석054,010-8054-1054,2024-06-04,13:16:47,2024-06-04,13:28:33,11.78,LGU+,수원 영통,대전 유성,,
황미경035,010-8035-1035,설진우077,010-8077-1077,2024-02-08,18:57:41,2024-02-08,19:05:51,8.17,KT,대전 유성,대전 유성,,
강민재,010-1188-1108,황미경003,010-8003-1003,2024-04-15,05:40:18,2024-04-15,05:57:54,17.61,KT,서울 서초,인천 부평,,
황미경051,010-8051-1051,송우진065,010-8065-1065,2024-05-06,19:22:35,2024-05-06,19:29:02,6.46,LGU+,대전 유성,대전 유성,,
이영희,010-1111-1001,최지훈,010-1133-1003,2024-03-03,14:08:51,2024-03-03,14:09:39,0.8,LGU+,대전 유성,수원 영통,,
송우진001,010-8001-1001,강민재,010-1188-1008,2024-02-07,18:10:15,2024-02-07,18:21:54,11.66,KT,대전 유성,부산 해운대,,
변서연060,010-8060-1060,유태경040,010-8040-1040,2024-05-28,04:06:35,2024-05-28,04:17:31,10.94,SKT,인천 부평,서울 영등포,,
유태경040,010-8040-1040,양준석022,010-8022-1022,2024-01-22,23:56:46,2024-01-23,00:01:20,4.58,LGU+,인천 부평,대전 유성,,
장도윤031,010-8031-1031,노시우073,010-8073-1073,2024-10-03,06:20:35,2024-10-03,06:37:33,16.97,KT,대구 수성,서울 서초,,
설진우013,010-8013-1013,유태경008,010-8008-1008,2024-09-01,19:18:09,2024-09-01,19:23:09,5.0,KT,부산 해운대,대구 수성,,
이영희,010-1111-1101,최지훈,010-1133-1103,2024-05-13,05:37:16,2024-05-13,05:37:31,0.25,LGU+,대구 수성,대전 유성,,
황미경067,010-8067-1067,유태경056,010-8056-1056,2024-04-11,19:47:46,2024-04-11,19:52:24,4.64,KT,부산 해운대,대구 수성,,
양준석038,010-8038-1038,안채원030,010-8030-1030,2024-05-18,12:24:59,2024-05-18,12:38:21,13.38,LGU+,대구 수성,서울 서초,,
장도윤063,010-8063-1063,도하린010,010-8010-1010,2024-03-18,19:19:12,2024-03-18,19:19:25,0.23,SKT,부산 해운대,수원 영통,,
홍예린,010-1243-1113,안채원078,010-8078-1078,2024-06-02,18:21:32,2024-06-02,18:36:36,15.08,LGU+,수원 영통,인천 부평,,
홍예린,010-1243-1113,황미경019,010-8019-1019,2024-06-02,12:11:48,2024-06-02,12:21:56,10.14,SKT,부산 해운대,인천 부평,,
류하준002,010-8002-1002,노시우041,010-8041-1041,2024-07-03,07:09:18,2024-07-03,07:21:07,11.83,SKT,대구 수성,인천 부평,,
황미경051,010-8051-1051,남지연016,010-8016-1016,2024-08-02,10:22:57,2024-08-02,10:23:33,0.61,KT,대구 수성,인천 부평,,
양준석006,010-8006-1006,마준호011,010-8011-1011,2024-07-12,00:20:05,2024-07-12,00:31:06,11.02,LGU+,대전 유성,인천 부평,,
차미래023,010-8023-1023,노시우073,010-8073-1073,2024-09-16,21:33:16,2024-09-16,21:36:28,3.2,KT,대전 유성,대구 수성,,
황미경003,010-8003-1003,차미래055,010-8055-1055,2024-02-04,08:01:25,2024-02-04,08:18:20,16.92,LGU+,인천 부평,서울 서초,,
전성호068,010-8068-1068,남지연064,010-8064-1064,2024-01-22,13:08:16,2024-01-22,13:08:58,0.71,SKT,수원 영통,서울 서초,,
도하린010,010-8010-1010,장도윤015,010-8015-1015,2024-07-01,01:52:27,2024-07-01,02:02:06,9.65,SKT,대구 수성,서울 서초,,
황미경067,010-8067-1067,장도윤063,010-8063-1063,2024-04-16,18:52:30,2024-04-16,18:53:21,0.85,KT,서울 영등포,서울 서초,,
남지연064,010-8064-1064,마준호075,010-8075-1075,2024-05-05,02:54:41,2024-05-05,02:57:38,2.95,SKT,인천 부평,대구 수성,,
설진우013,010-8013-1013,류하준002,010-8002-1002,2024-08-18,22:37:26,2024-08-18,22:47:00,9.58,LGU+,대구 수성,서울 강남,,
류하준034,010-8034-1034,류하준002,010-8002-1002,2024-05-21,02:59:39,2024-05-21,03:15:36,15.95,KT,수원 영통,인천 부평,,
남지연016,010-8016-1016,남지연048,010-8048-1048,2024-07-01,23:57:41,2024-07-01,23:58:23,0.7,LGU+,대전 유성,대전 유성,,
한지우,010-1177-1207,고은비005,010-8005-1005,2024-07-08,06:03:05,2024-07-08,06:04:30,1.42,SKT,부산 해운대,인천 부평,,
양준석038,010-8038-1038,송우진017,010-8017-1017,2024-02-13,23:52:02,2024-02-14,00:03:55,11.89,LGU+,인천 부평,서울 강남,,
류하준050,010-8050-1050,안채원062,010-8062-1062,2024-08-15,00:25:12,2024-08-15,00:33:07,7.92,SKT,서울 영등포,대구 수성,,
정하늘,010-1144-1004,이영희,010-1111-1001,2024-02-25,18:01:59,2024-02-25,18:02:35,0.61,LGU+,대구 수성,대구 수성,,
황미경035,010-8035-1035,노시우041,010-8041-1041,2024-03-01,16:19:33,2024-03-01,16:19:52,0.33,LGU+,수원 영통,부산 해운대,,
고은비005,010-8005-1005,고은비037,010-8037-1037,2024-01-14,03:38:13,2024-01-14,03:52:57,14.74,LGU+,대전 유성,부산 해운대,,
문재혁,010-1254-1114,차미래055,010-8055-1055,2024-06-18,18:54:06,2024-06-18,19:10:18,16.21,SKT,부산 해운대,부산 해운대,,
차미래039,010-8039-1039,변서연044,010-8044-1044,2024-03-28,19:20:32,2024-03-28,19:28:20,7.8,KT,서울 강남,부산 해운대,,
신소희,010-1265-1215,송우진017,010-8017-1017,2024-07-20,02:37:36,2024-07-20,02:39:39,2.06,LGU+,서울 영등포,부산 해운대,,
차미래023,010-8023-1023,마준호075,010-8075-1075,2024-02-21,15:12:38,2024-02-21,15:16:16,3.64,LGU+,대전 유성,수원 영통,,
안채원078,010-8078-1078,안채원030,010-8030-1030,2024-05-07,15:36:30,2024-05-07,15:52:38,16.14,KT,서울 서초,대구 수성,,
최지훈,010-1133-1003,권태영,010-1276-1116,2024-04-05,15:33:24,2024-04-05,15:49:55,16.53,SKT,인천 부평,인천 부평,,
송우진017,010-8017-1017,전성호020,010-8020-1020,2024-08-19,11:33:32,2024-08-19,11:47:04,13.54,SKT,수원 영통,대전 유성,,
차미래055,010-8055-1055,전성호052,010-8052-1052,2024-06-03,22:13:57,2024-06-03,22:14:46,0.82,SKT,대전 유성,서울 영등포,,
양준석070,010-8070-1070,안채원046,010-8046-1046,2024-08-26,16:02:00,2024-08-26,16:05:53,3.89,KT,인천 부평,부산 해운대,,
송우진033,010-8033-1033,노시우009,010-8009-1009,2024-05-30,20:41:43,2024-05-30,20:42:52,1.16,KT,서울 영등포,서울 강남,,
차미래007,010-8007-1007,도하린026,010-8026-1026,2024-08-16,00:51:31,2024-08-16,01:00:02,8.52,LGU+,서울 서초,서울 영등포,,
마준호075,010-8075-1075,차미래071,010-8071-1071,2024-05-06,02:21:10,2024-05-06,02:25:19,4.15,LGU+,서울 서초,서울 강남,,
전성호036,010-8036-1036,남지연016,010-8016-1016,2024-05-08,12:20:24,2024-05-08,12:30:33,10.16,LGU+,대구 수성,수원 영통,,
고은비053,010-8053-1053,송우진033,010-8033-1033,2024-04-14,22:35:29,2024-04-14,22:42:21,6.87,LGU+,서울 영등포,수원 영통,,
장도윤063,010-8063-1063,장도윤015,010-8015-1015,2024-02-18,12:36:44,2024-02-18,12:53:51,17.13,KT,대구 수성,대구 수성,,
배성호,010-1232-1212,양준석022,010-8022-1022,2024-07-22,10:18:47,2024-07-22,10:31:35,12.81,KT,부산 해운대,대전 유성,,
황미경051,010-8051-1051,황미경035,010-8035-1035,2024-02-16,15:10:27,2024-02-16,15:20:13,9.78,LGU+,서울 강남,서울 서초,,
전성호036,010-8036-1036,변서연028,010-8028-1028,2024-04-12,21:54:58,2024-04-12,21:55:21,0.39,KT,대구 수성,서울 서초,,
도하린010,010-8010-1010,변서연012,010-8012-1012,2024-09-16,12:06:38,2024-09-16,12:24:24,17.77,SKT,서울 영등포,대전 유성,,
황미경051,010-8051-1051,설진우013,010-8013-1013,2024-04-02,01:07:39,2024-04-02,01:08:47,1.14,KT,서울 영등포,대전 유성,,
양준석070,010-8070-1070,노시우057,010-8057-1057,2024-07-29,03:00:43,2024-07-29,03:01:05,0.37,LGU+,서울 강남,수원 영통,,
마준호059,010-8059-1059,변서연044,010-8044-1044,2024-09-09,09:42:20,2024-09-09,09:47:42,5.38,KT,서울 영등포,서울 강남,,
설진우029,010-8029-1029,고은비005,010-8005-1005,2024-08-02,17:55:06,2024-08-02,18:11:23,16.29,SKT,서울 영등포,인천 부평,,
권태영,010-1276-1216,남지연064,010-8064-1064,2024-08-02,10:44:18,2024-08-02,10:44:34,0.27,KT,대전 유성,대전 유성,,
류하준002,010-8002-1002,유태경008,010-8008-1008,2024-07-31,23:19:17,2024-07-31,23:25:40,6.39,KT,대구 수성,서울 서초,,
권태영,010-1276-1016,유태경008,010-8008-1008,2024-01-04,20:19:39,2024-01-04,20:22:13,2.57,KT,서울 강남,서울 서초,,
고은비005,010-8005-1005,유태경056,010-8056-1056,2024-07-02,14:59:50,2024-07-02,15:16:05,16.25,KT,수원 영통,서울 영등포,,
안채원030,010-8030-1030,전성호036,010-8036-1036,2024-03-25,10:10:38,2024-03-25,10:11:15,0.63,KT,서울 서초,서울 서초,,
도하린042,010-8042-1042,양준석006,010-8006-1006,2024-09-30,07:01:38,2024-09-30,07:15:50,14.21,KT,서울 서초,부산 해운대,,
마준호027,010-8027-1027,도하린074,010-8074-1074,2024-04-28,01:17:19,2024-04-28,01:32:37,15.3,LGU+,서울 서초,인천 부평,,
전성호036,010-8036-1036,황미경067,010-8067-1067,2024-02-24,10:20:16,2024-02-24,10:37:28,17.2,SKT,서울 강남,부산 해운대,,
류하준066,010-8066-1066,황미경035,010-8035-1035,2024-04-21,21:53:41,2024-04-21,21:58:57,5.28,SKT,대구 수성,대전 유성,,
류하준018,010-8018-1018,안채원046,010-8046-1046,2024-03-20,15:32:52,2024-03-20,15:47:36,14.74,KT,서울 서초,대전 유성,,
한지우,010-1177-1107,변서연012,010-8012-1012,2024-06-18,06:12:26,2024-06-18,06:25:17,12.85,LGU+,인천 부평,인천 부평,,
노시우057,010-8057-1057,설진우029,010-8029-1029,2024-09-07,04:54:37,2024-09-07,05:00:58,6.35,LGU+,대전 유성,서울 강남,,
유태경072,010-8072-1072,노시우041,010-8041-1041,2024-04-01,14:29:01,2024-04-01,14:37:29,8.48,KT,서울 강남,대전 유성,,
류하준018,010-8018-1018,류하준002,010-8002-1002,2024-02-22,03:29:59,2024-02-22,03:41:06,11.13,SKT,서울 영등포,인천 부평,,
황미경019,010-8019-1019,고은비053,010-8053-1053,2024-04-14,07:29:05,2024-04-14,07:37:51,8.78,SKT,대구 수성,인천 부평,,
유태경008,010-8008-1008,장도윤031,010-8031-1031,2024-01-08,15:07:09,2024-01-08,15:07:52,0.72,KT,부산 해운대,서울 영등포,,
